#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	spl
#open	2021-05-09-13-37-16
#fields	uid	orig_spl	resp_spl	orig_spt	resp_spt
#types	string	vector[count]	vector[count]	vector[double]	vector[double]
CXr7L6cOZbIauwbRg	40,240,256	40,416,96	0.0,1.429757,0.001304	0.0,0.075274,0.0
C4cif616sF4RCvoGhc	40	40	0.0	0.0
CLMYwlJ7MSaHzlqlf	40	40	0.0	0.0
CrD4VN19ehlsvtAMC	40	40	0.0	0.0
CrTq9V3M9OfYjghkdd	40,176,193,195,26	40,310,351,28,472,26	0.0,0.035108,0.018718,0.006425,0.011265	0.0,0.821884,0.463547,0.0,0.080316,0.085378
CrNyQW25LFEkSyaqr1	40	40	0.0	0.0
Cgtwoq1LnlPZrnXa31	40	40	0.0	0.0
C1BV5q2V53u2cDunye	40	40	0.0	0.0
CGy0YmKZ9oa1fOMR8	40,232	40,4488,5864,1416	0.0,2.309497	0.0,0.215684,0.195581,0.0
CxrXDk3fqfB3YWqVo9	40	40	0.0	0.0
CNSC2423VXQjjDILid	40	40	0.0	0.0
Cz095J1MbmVvDAhP5	40	40	0.0	0.0
CHQAWceFDe2jXk1Rc	40	40	0.0	0.0
CXgDZW17ZsF2Iofc84	40	40,24	0.0	0.0,2.778944
Cw5dbJ1xdHjS8wO575	40	40	0.0	0.0
CDVGE1ek08sXSLQKk	40	40	0.0	0.0
CzSCfD1wTtGMnSnAng	40	40	0.0	0.0
CeaTq31418qLxHtir7	36	36,22	0.0	0.0,1.392472
CdiuIw1oh09O7qNFg2	40	40	0.0	0.0
CL3qQ02xIEdgdnMFvb	40	40	0.0	0.0
C8YnrLwwnhXLqsUcd	40	40	0.0	0.0
CNBRhc4gf3q9tcgrPa	40	40	0.0	0.0
CFUZnN1UROO32MSjqi	40,832	40,1320	0.0,2.156624	0.0,0.398797
CyJPtl39TcHsuhBQi2	40	40	0.0	0.0
CSjSnD2YZ9WVEbvEuf	40	40	0.0	0.0
C3HvVf3dnq572T9q0e	40	40	0.0	0.0
Ct2kY94uhVxuV3mee4	40	40	0.0	0.0
CsQrin2QoJ4FUd64A	40	40	0.0	0.0
ChiAf73FEohMhNYyGf	40	40	0.0	0.0
C4ic984Ben9mxSo1q2	40	40	0.0	0.0
CBPPpo4Enrlv8Uxhhi	40	40	0.0	0.0
CxC08boHtTaGNMVPa	40	40	0.0	0.0
CF3qmH60eiMJ0Mvod	40	40	0.0	0.0
CWd8Xx32e1sajAsAr1	64	64	0.0	0.0
COay6G3sPJ3iV5NyHg	40,424,440	40,24,184,24,440	0.0,9.117377,0.004089	0.0,0.182614,0.0,0.182243,0.0
CMyLiH2XfLZ975CBs4	40	40	0.0	0.0
CZ2TJk20wmfJJ8RW1h	64	64	0.0	0.0
C6h8FwkTegmtaEB6d	40,528,840	40,2880,4120,4120,576,2880,4120,2880	0.0,2.171385,4.824116	0.0,0.028004,0.000664,0.020338,0.000014,0.025509,0.01999,0.000314
CaCWl5osy1AxsJTX9	40	40	0.0	0.0
C4oE1l45FPF5FWveii	40	40	0.0	0.0
CMVJPuYGtUCuQy65h	40,128	40,944	0.0,1.375954	0.0,0.04331
CEFIIl3EsnMXdYf5y1	40	40	0.0	0.0
CBOCfk4dtPVvE696k4	40	40	0.0	0.0
CCwbFVqpck6dXuWsl	40	40	0.0	0.0
CFrKQx4VnjH1SMynLj	40	40	0.0	0.0
CHdhvWnFxzfi0K21f	40	40	0.0	0.0
CJ7QZn4Eyho0h4fmEh	40,272,448	40,432,96,32	0.0,0.048019,0.001753	0.0,0.134204,0.0,0.0
CYi9NB3ccWzl5VWWNf	40,352,336,176,360	40,472,216,32,672,32,608,32,800,32	0.0,2.062122,0.51128,0.077224,0.761658	0.0,0.098876,0.0,0.000314,0.107823,0.0,0.029629,0.0,0.105672,0.0
CPfNkv1MPSwpvBOvH8	40	40	0.0	0.0
CzcsqT2WZovTMelEte	40	40	0.0	0.0
Co4qIx1pYqaOuzJCTk	40	40	0.0	0.0
C8ZVqP1eG65neukPz2	40,832	40,1320	0.0,1.668518	0.0,0.326451
Ctv8Lj2GjmtwVYlFP5	40	40	0.0	0.0
Ctrw5UwGS9tUKgspd	40	40	0.0	0.0
CHp6MFiqLUaYXfylf	40	40	0.0	0.0
CBXO771AnrlOzoauTb	40	40	0.0	0.0
Cj3uuG3qqb1aLlgBU5	40	40	0.0	0.0
CzgDJA2eeGWO3Fdyn7	40,232	40,4488,7360	0.0,2.543519	0.0,0.316097,1.440637
CqagIJ38O5do175hI2	40	40	0.0	0.0
C9pvjD48txH8KYSNKg	40	40	0.0	0.0
CifCd14V5Cr2BSAz5b	40	40	0.0	0.0
C2zbblOvombDB6mE4	40	40	0.0	0.0
CdCptikuLqoVhZD0f	40,266,26	40,451,26	0.0,0.007661,0.157156	0.0,0.468343,0.432582
Ce9vj51rBBUOKudyLc	40	40	0.0	0.0
C7CuVL2f7owqYWb9R7	40	40	0.0	0.0
CUFDqN1oFIxssD5qb4	64	64	0.0	0.0
CNJrqK34vFcc6wrm7j	40,424,440	40,24,184,24,440	0.0,10.390231,0.034937	0.0,0.372036,0.0,0.366798,0.0
CkOxdc1yV7tYIZPNmc	40,424,440	40,24,184,24,440	0.0,10.59641,0.065633	0.0,0.301567,0.0,0.300633,0.0
CuJyxGI33HvTZZda5	64,256	64,608	0.0,1.878922	0.0,0.344077
CWROVr2z6X9mGIzdv7	40,424,440	40,24,184,24,440	0.0,10.32821,0.00532	0.0,0.237782,0.0,0.240212,0.0
C6Dj6O2ZdnjXx6JI8j	40,424,440	40,24,184,24,440	0.0,10.229685,0.005039	0.0,0.3636,0.0,0.364681,0.0
CIDw4l49YVaQyR4I3a	40,424,440	40,24,184,24,440	0.0,9.541134,0.009705	0.0,0.21687,0.0,0.21629,0.0
C7bslmkp77lkjwPc2	40,424,440	40,24,184,24,440	0.0,8.589078,0.004245	0.0,0.378935,0.0,0.370006,0.0
CQbmwv2hiUpFesZRea	40,424,440	40,24,184,24,440	0.0,7.843355,0.0228	0.0,0.300101,0.0,0.299739,0.0
CJvAT16xL5folJnZe	40	40	0.0	0.0
CTVeNA3rsSsvqGiPUk	40	40	0.0	0.0
CbMU6911FxR0zn5qEe	40,26	40,26	0.0,0.004592	0.0,0.193418
CoerXXD0ledPcAHE	40,1032,1208	40,520,1328	0.0,0.031828,0.459777	0.0,0.050478,0.026228
CYqm8v4cJubrYhjMt1	40	40	0.0	0.0
Cghp9t17ByKAGz2Mc	40,440,416,432,432	40,2200,4344,2952,1424,2696,1424,2192	0.0,0.03408,2.083549,2.662936,0.068859	0.0,0.012953,0.013473,0.000037,0.014505,0.000048,0.013823,0.000752
CbBFd930Xvk0QCVIl5	40,440,456,432,440	40,2200,16408,16344,16408,16408,3112,1424,752,16408,4024,16408,1152	0.0,0.046118,2.142604,2.544922,0.089624	0.0,0.017184,0.034137,0.010955,0.004994,0.002002,0.000044,0.022043,0.000037,0.024337,0.000057,0.002976,0.000009
CTNPZp3wXe4jS0P2dj	40	40	0.0	0.0
CJjqrc3hR7MQL5hGHf	40,440,448	40,1736,32,1736,32	0.0,4.11161,2.661152	0.0,0.019143,0.0,0.018545,0.0
COw5Uq30NDIAAEczta	40,448	40,1736,32	0.0,0.034654	0.0,0.048816,0.0
CCX6zx2770k9Fl6dTi	40	40	0.0	0.0
CExkcF2Vm6EbZEbh6c	40,440	40,3368,24	0.0,0.743811	0.0,0.03742,0.0
C9RmZO01GDhmXm0a9	40	40	0.0	0.0
Cleaaz1FZwtPoSFhF2	40	40	0.0	0.0
CsSFls158WwERk8IMa	32,846	32,132	0.0,0.958528	0.0,0.206027
Clvk5U34Uf556gxLl4	40	40	0.0	0.0
CpcGil1I8rE3KSP98f	40	40	0.0	0.0
C7duuRWA34m9feL2f	40,266,26	40,451,26	0.0,0.013683,0.217507	0.0,1.471577,0.188499
C9gNXd2hXiBEdpKdia	40	40	0.0	0.0
CXa94P2qVksjBcXgpj	40,416,424,432	40,1032,1424,10800,9384	0.0,0.048171,0.014092,0.070173	0.0,0.012852,0.012878,0.001296,0.015524
CrjSDC219ZzVmzqZb6	40	40	0.0	0.0
ClKNxP3na7GDDb54Hk	40,128	40,944	0.0,1.789171	0.0,0.031049
Cm5Xh52LDWebL2FZG7	40,456	40,3368,24	0.0,0.558783	0.0,0.034662,0.0
C7EekC3klEdBBvwW98	40,832	40,1320	0.0,2.759627	0.0,0.432378
CWAXd543acgWQPT5bk	40	40	0.0	0.0
CfkOxY164IivIb4Pb2	40	40	0.0	0.0
CdXv2m3jP3q4rbqARe	40	40	0.0	0.0
CqmiHF1PAnhabKXizh	40,128	40,1016	0.0,1.567018	0.0,0.038979
CUqfKC4Y7Qczig63Ad	40,128	40,944	0.0,0.70613	0.0,0.005672
CCVvui3QGVYYY6GLpd	40	-	0.0	-
CbQZWO1JXLILakpyDe	36	36	0.0	0.0
CLiQJ31MEalH7leNJi	36,465,564,559,535,534,541,539,554,552,556,551,574,573	36,1469,4020,116,1724,2923,340,25,1282,25,2405,25,1572,25,1469,4020,116,1724,2923,2923	0.0,1.407049,1.250279,0.794111,0.063145,0.090473,0.693778,0.482564,0.077316,0.066733,0.476642,0.254991,0.229472,0.070491	0.0,3.853532,0.001896,0.0,0.001018,0.000041,0.0,0.0,0.031946,0.000981,0.038943,0.0,0.070087,0.001975,0.039558,0.000729,0.0,0.000026,0.00096,0.000028
CfFuPb2KVarRnp7J1i	40,128	40,944	0.0,1.815209	0.0,0.004055
CzNw8KC8CNzqbgLy7	40,424,424,424,432,424,424	40,2536,2856,1424,4120,5120,2160,3320	0.0,0.044463,0.046248,0.056583,0.054357,0.069793,0.0661	0.0,0.015561,0.015766,0.015379,0.000043,0.015916,0.015919,0.014923
CLUEr12fuX8y16l0M7	40	40	0.0	0.0
CQwTcN2RkGSB2OBHK4	40	40	0.0	0.0
CiNGYb2Rv7sPc0VrZa	40	40	0.0	0.0
C7EtQVRZNRrcY7kJ7	40,304	40,600	0.0,0.098604	0.0,0.410121
C2sn0v2nxDIyRf1pA4	40	40	0.0	0.0
C2MLZd4N6DJm7YbZb2	40	40	0.0	0.0
CgGQAKbdMGkuCsMK2	40,424	40,1632	0.0,0.043175	0.0,0.0109
CveBXvRSbdgE4Bkoi	40	40	0.0	0.0
CKeWX5la74UsFkeM4	32	32	0.0	0.0
C45JBz4slwnZn8VnA4	40	40	0.0	0.0
CaXfP93uChWJJk5PYd	40	40	0.0	0.0
CkvBNw4Mb7OpWVNyUd	40	40	0.0	0.0
C1oPXb4UAiiXVc8sgk	40	40	0.0	0.0
CkAOr13Sk7ENtJgoBd	40	40	0.0	0.0
CRa2Tk2LKCHWOVTUMg	40,208	40,608,24	0.0,3.029547	0.0,2.154554,2.218275
C3hFVbFQGbczMkPS3	40	40	0.0	0.0
Cq5UyX3vViwhqRfVpd	40	40	0.0	0.0
CnmaKe2symmU9MDcel	40	40	0.0	0.0
C647td1yCK1JM4BlYg	40	40	0.0	0.0
CMPF0x3yEg95A3CS87	40,272	40,24	0.0,5.308898	0.0,4.585166
CgXRpFr6QvRz9FPSc	40	40	0.0	0.0
CLaEiA1uEVxeqTtQp	40	40	0.0	0.0
CaNVJg3slg5TLYswi7	40	40	0.0	0.0
C9TuU14dH4oxkeDscg	40	40	0.0	0.0
C0HAcs1zbpGMXvqxSk	40	40	0.0	0.0
CNmL1ejZOW6m6haog	40	40	0.0	0.0
CdoQox1gpEC3v4v3g7	40,384	40,1632	0.0,3.075744	0.0,0.295337
C1z3kIIpY93woAUSj	40	40	0.0	0.0
CBtu9p1wXQjfJRKXQ6	40	40	0.0	0.0
CjoYO2490Bkv4tvFw5	40	40	0.0	0.0
C6ohoI1NUy6K0fGW3k	36,550,547,574,572,582,558,559	36,2292,25,2917,2654,25,1098,1209,1468,4020,4020,3604,1468,1468,4020,364,3865,1320,25,1270	0.0,0.028984,0.267399,0.330171,0.014748,0.525741,0.045931,0.127739	0.0,0.329115,0.004741,0.03487,0.000728,0.0,0.030637,0.034144,0.034586,0.000027,0.001205,0.020033,0.000017,0.000691,0.000036,0.0,0.020984,0.030049,0.0,0.034531
CvPcnaehguc30Qg28	40,256	40,24	0.0,3.124042	0.0,4.393387
COATmg4FkUMSKA3Do4	40	40	0.0	0.0
CEO6KjqyTAUQFxQaa	40	40	0.0	0.0
CX286M1gE6867Oubm5	40,832	40,1312	0.0,2.193774	0.0,1.166725
CcmIMy48eEY81v2Vge	40	40	0.0	0.0
Cp8vI01Ip490QRvmcc	40	40	0.0	0.0
ClfPsK2KF1afi9VJ1	40	40	0.0	0.0
CvWHLyY0GXB8euY96	40	40	0.0	0.0
Cjnp6x215KG50JrDr4	40,128	40,936	0.0,1.108492	0.0,0.128514
CeywMr4mmMZeLsLzs6	40	40	0.0	0.0
CwnXHj2I4rYskBEwk8	40	40	0.0	0.0
CKFfS6qsC9Itykw0e	40	40	0.0	0.0
CX4ojj2epIJwOaW152	40	40	0.0	0.0
C1yvAp23v6tDM2yyLf	40	40	0.0	0.0
CddICC4CQX6uBKUfFe	40	40	0.0	0.0
C9gkY42jYKjCxvtkq8	40	40	0.0	0.0
CAicOS3T0gbWIW1uEf	40	40	0.0	0.0
CjeaJP1Oxl93VVuTOj	40,171,188,192,26	40,312,353,28,16408,357,13088,26	0.0,0.022455,0.010931,0.009174,0.083163	0.0,0.817554,2.023116,0.0,0.13076,0.0,0.122018,0.071837
CgL90G4IHkGEmiEy4d	40	40	0.0	0.0
CEzZcc4eg1QCR8IzXj	40	40	0.0	0.0
CRdmVJ1XMeMJbifGZb	40,424,432,424,424,424,424	40,1424,3792,4768,1672,1424,3856,2976	0.0,0.065045,0.01396,0.047865,0.044598,0.029948,0.090587	0.0,0.016265,0.016773,0.01715,0.017435,0.015964,0.000071,0.0164
CHqWdy4wLZtmUOcF4f	40,216	40,384,24	0.0,5.919767	0.0,0.406478,0.196251
CUl0ow1WHhrw6XM4Ok	40	40	0.0	0.0
C866Sg1VjQYHoMVKii	40	40	0.0	0.0
CrNXEn3GoiCrEKLcK1	32,215	32,174	0.0,2.146146	0.0,0.280841
CaftsPNqr5BiMFbgi	40	40	0.0	0.0
CHe39748k2SVVClNb	40	40	0.0	0.0
CTTLmAHiqOpioAq	40	40	0.0	0.0
CSTrO33Fhv0NIQmqEe	40	40	0.0	0.0
CSBM0z2uodo3Cs0RC9	40	40	0.0	0.0
CJ3MBBdRx2Rs9rxij	40,440	40,3368,24	0.0,2.036618	0.0,0.032635,0.0
CMHxXu1IodS37OejJl	40	40	0.0	0.0
CPuQFt2CwbfGasByh3	40,832	40,1320	0.0,2.662169	0.0,0.705376
C4NNOWomSlEG8wGg	40	40	0.0	0.0
C8mCrC1a3OKlOQ0off	40	40	0.0	0.0
CCeEzVgMfXT5YGKg	40,26	40,26	0.0,0.008914	0.0,0.20083
C4AR0a39Aoy8UyAZQc	40	40	0.0	0.0
CaJvpd3JRfakvgHVdb	36	36,22	0.0	0.0,1.406835
CzL3u51T6SGIEWGvU9	64	64	0.0	0.0
CAE6l947MsIl2tslyb	40	40	0.0	0.0
Cs9IT723prN4dXh9t7	40	40	0.0	0.0
CgEPCIAGeRuOOKVS3	32,1012	32,132	0.0,1.022627	0.0,0.184194
CNf3nl2zhPAvEuTejj	40,384	40,1160,3336,48	0.0,0.029167	0.0,0.008798,0.000075,0.0
CvfRzKItlJNI7iP0k	64	64	0.0	0.0
CEVUm4AeIJKH14lE4	32,389	32,132	0.0,0.976531	0.0,0.20645
Ct9kRn3nqdqX9HnhE5	40	40	0.0	0.0
Cxy57V1R64Sk068BRd	36,563,609,602,611,617	36,1470,1057,25,4020,116,4020,4020,2404,783,1732,1537,4020,116,4020,1051,22	0.0,0.025315,0.495954,0.212177,0.455625,0.105621	0.0,0.038325,0.000722,0.0,0.039091,0.0,0.000831,0.000147,0.027976,0.000026,0.035083,0.039125,0.034646,0.0,0.000029,0.001667,0.866999
C5Tg3er2zXlJjZBE9	40	40	0.0	0.0
CX2F5L2k2u7DH64egj	40	40	0.0	0.0
CSNRVx3ShB7F29YMVl	40	40	0.0	0.0
CKbkqX3Icac4ipaTx7	40	40	0.0	0.0
CXO9AarOmpUfqp6bc	40	40	0.0	0.0
CkNrWRZg4cOo3n4Va	40,128	40,936	0.0,1.106829	0.0,0.007437
CJkyeGVQNfYyaN0T4	40,266,26	40,451,26	0.0,0.003992,0.134078	0.0,0.462216,0.180203
CcGmS012B0uXV5GhHf	40	40	0.0	0.0
Cb8lfGRmj4JXCmc5c	64	64	0.0	0.0
Cfnq4RFIVLPselHkc	40	40	0.0	0.0
CyeQBT1WlkLxHRcnPh	40,272,536	40,440,96,32	0.0,0.058421,0.0024	0.0,0.123705,0.000205,0.0
Ck1kVHUCOQynZIBO	40,336	40,472,232,32	0.0,0.030275	0.0,0.12065,0.0,0.0
CUJ8Fh3C8yPlOtxNb	40	40	0.0	0.0
C8EQqt1yRYhJz8bFh3	40	40	0.0	0.0
CSpxyz4gOeVy3MG3f5	40	40	0.0	0.0
CtVCD1IIJUxcs1Tki	40	40	0.0	0.0
C8zHGp1muecGEKQuMh	40	40	0.0	0.0
CNY1OwBj77g7yJ6ql	40,280	40,24	0.0,3.380091	0.0,5.457053
COahw82VhJIcwO9J78	40	40	0.0	0.0
Cq4kEN2uegGDoWTpWj	40	40	0.0	0.0
C5S4UX1fZNUxlKC0K3	40,200	40,384,24	0.0,0.043975	0.0,0.666995,0.136111
CMTOi11GH9mxJKflK5	40	40	0.0	0.0
CRTCcy228QcH9yrXb8	64	64	0.0	0.0
CkfWhW2kWM1FuKR3se	40	40	0.0	0.0
CR641PjTzvYRNdwT9	40,128	40,936	0.0,0.95183	0.0,0.005644
C1NsBA4OZYdLAG9Z7k	40,120	40,35,267	0.0,0.009609	0.0,0.0,0.179663
CEa76uPsTiFfWFeSb	40	40	0.0	0.0
CUedtQ13pSsXufQkq7	40	40	0.0	0.0
CznBaP3IORDBf2oHn9	60,520	60,2940,4020,4020,3438,22	0.0,5.132931	0.0,0.019921,0.001009,0.000692,0.01398,4.77243
CIFjaI3gP79Twgkdd	36,440,612,598	36,4020,116,21,4020,116,4020,4020,4020,4020,4020,4020,4020,698,22,4020,116,4020,4020,4020	0.0,2.453774,5.305059,0.415093	0.0,0.039278,0.0,0.0,0.001079,0.0,0.000143,0.001723,0.000036,0.000966,0.000047,0.000952,0.015997,0.0,0.000018,0.000023,0.0,0.009006,0.000034,0.001954
CuXlTg4QOh2dhNhqt6	36,600	36,4020,97,4020,4020,1035,22	0.0,0.146701	0.0,0.029983,0.0,0.001928,0.000834,0.000165,4.079921
C52Fhk1FhJOru7UWhi	40,456	40,3368,24	0.0,0.529462	0.0,0.03375,0.0
CgCesw4FS1TFmrfo94	64	64	0.0	0.0
CXzHEQ1VZcGrlHoYSk	40,272,432	40,464,32	0.0,0.027963,0.000997	0.0,0.120658,0.0
CFe0cqjzO5nYGYkO2	40	40	0.0	0.0
CGXlrt1eVXWmzWwsgj	40	40	0.0	0.0
CeXpGY37QjcEiy5uag	40	40	0.0	0.0
CjihN23rBq3azxJbc9	40,384	40,4968,48	0.0,0.200004	0.0,0.009055,0.0
CsKx2f2bSf5H8smtj1	40,128	40,936	0.0,1.075405	0.0,0.005341
CxWUgl47RLChIXZmdd	40	40	0.0	0.0
C43YZR3kSln2HQqLE1	40,128	40,936	0.0,1.572556	0.0,0.048448
CwvNbVPw0pN2SM665	40,266,26	40,451,26	0.0,0.004388,0.193609	0.0,0.443876,0.187123
CU1AHH3cpyWMKbsG91	40	40	0.0	0.0
CWScrG3bmKf9TMqrZk	40	40	0.0	0.0
CEsLyJ3PMEoOqZOia4	40,128	40,936	0.0,1.981746	0.0,0.006798
C45xJE4cJORYhKdBH9	40	40	0.0	0.0
CNxxDF4tCdqPFi6ete	40	40	0.0	0.0
C8IHDl3Utm94xVctri	40	40	0.0	0.0
CMZ1mo2ZILVsW8cW18	40,266,26	40,451,26	0.0,0.013424,0.155042	0.0,0.491562,0.198231
CRhTsf4k6k8WLe3Gdd	40	40	0.0	0.0
CZBL9O1W9HGzhlZV18	40,384	40,1632	0.0,2.4631	0.0,0.289948
CWejO34xAQT5DiJcJe	40	40	0.0	0.0
CK1n9x40xer4PlTTq7	40	40	0.0	0.0
CnzZsE1aqMvlwLA962	40	40	0.0	0.0
Cu3vwK2Bts4SsZ4Kqb	40	40	0.0	0.0
CyUjOv167UOLHqpdO4	40	40	0.0	0.0
CiVJqp2IF2rOnPlKK9	40	40	0.0	0.0
Cz4Ai34LoNAJiENwD9	40	40	0.0	0.0
CT53Nd3iwiGhSl71uc	40	40	0.0	0.0
Cq1WUy4cnXQx3FOfa	32	32	0.0	0.0
CJlyyJX8SbZUDCnV5	40,26	40,26	0.0,0.039568	0.0,0.183425
C4T2RU1FJLW7XuccX7	40,302,26	40,996,26	0.0,0.00583,0.321429	0.0,0.472441,0.20131
C6lVNS3nfrsUYVP2G2	40,171,188,192,26	40,312,357,16408,13421,26	0.0,0.039871,0.010134,0.007834,0.123194	0.0,0.081384,0.080731,0.175095,0.072952,0.080809
CY0yaI2DToDqcZwfe	40,280,26	40,543,26	0.0,0.00687,0.30247	0.0,0.934867,0.201859
CMiGkE12PdLBWC9AO8	40,384,384,400,400,392,384	40,1712,2784,48,2952,16408,7560,2952,16408,5816,1488,16408,7816,2952,16408,16408,16408,16408,16408,16408	0.0,0.130149,0.30688,0.820013,0.37768,1.584164,1.292296	0.0,0.006145,0.000739,0.0,0.006148,0.006196,0.000069,0.006703,0.00479,0.000052,0.006491,0.002974,0.000991,0.00689,0.002921,0.002018,0.001984,0.001063,0.012766,0.002171
CXvyIB3EcgbWTEFZzf	40,352	40,488	0.0,1.847337	0.0,0.232668
CulIUk2av9QPx7OGhc	64	64	0.0	0.0
C1S3F529MUS4Bn7Vzd	40,384	40,4480,48	0.0,0.107048	0.0,0.00501,0.0
Czg0Mi4OWXjIHTTq	40,352	40,504,48	0.0,1.902254	0.0,0.329966,1.197184
CoGI0l2NeLX5gVVsP9	40	40	0.0	0.0
C0EZNjyApupxm4gnb	40	40	0.0	0.0
CRsmSx1FHGDhnqnlh8	40	40	0.0	0.0
CjG1kW1hqt9tS0niP	64	64	0.0	0.0
CEdOqa1ParrljNFBKa	40,424,440	40,24,184,24,440	0.0,10.978792,0.010966	0.0,0.2232,0.0,0.227039,0.0
Cz9cpp3PhIDgg8GIi	40	40	0.0	0.0
CmZRLG2IepETFn7Ozg	40	40	0.0	0.0
CaHfrz1PHlnBMDkNCl	40,432	40,8272,8224,6896,32	0.0,0.219436	0.0,0.040958,0.01159,0.00711,0.0
CEBYUw4IpCb3umJLsl	40	40	0.0	0.0
CghM1w4HEqpBHQLcf9	40,128	40,712	0.0,1.534221	0.0,0.078713
C5p6cu2F5XZanegrl2	40,218,26	40,35,26	0.0,0.015659,0.007539	0.0,0.324596,0.0
C82kTr23hfbICsfRXc	40	40	0.0	0.0
CiEZIC1rZb9X6SB6Qe	40	40	0.0	0.0
Cbmuenj02ccCerpel	40	40	0.0	0.0
CxTNHd3s7lSHJPi0o	64	64	0.0	0.0
Cw9xmDn93pSl1sHa7	40	40	0.0	0.0
CjZn4O36rsyT0tdbc2	40,264	40,24	0.0,3.433091	0.0,2.811047
CxRVK42euDAHip7CXe	40	40	0.0	0.0
CTIGYn1AHtjgR4iSL6	40	40	0.0	0.0
ClkxbQ3T6IVfp5LPF5	40,128	40,936	0.0,1.237511	0.0,0.006004
CvxolEgPufklS5yzd	40,266,26	40,451,26	0.0,0.004118,0.314543	0.0,0.440883,0.194723
CgtyUc4PKhnqNI0pVb	40	40	0.0	0.0
CiuAbw2AHtlLEEgpug	40	40	0.0	0.0
CKqyq84JEdwg1DJ7Mj	40	40	0.0	0.0
CKHIR91f2ySkGVwOm6	40	40	0.0	0.0
Cmp8YW1OIGpAPGXdU9	40,352	40,488	0.0,1.393375	0.0,0.514641
CgbaGn2pNSWpm6qEjb	40	40	0.0	0.0
CB5dBE2ae4kr2joAO	40	40	0.0	0.0
Cjpa8j1x90KKBYV3Xg	40,128	40,936	0.0,2.139784	0.0,0.007455
Cwhgdy2Nohk3AEqvH3	40	40	0.0	0.0
CC8kq33w4MyHlkIX7i	36	36	0.0	0.0
C3k7op2lA2lfeKkV3	40	40	0.0	0.0
CegCAw4gC8OjDiys94	40	40	0.0	0.0
C6BQJIbZ88pMfAla6	40	40	0.0	0.0
C2AJr9Aq1B63uXlTj	40	40	0.0	0.0
CgRqkhDy4G5deSBL7	40	40	0.0	0.0
CZh9oU1VB5KJFbA8u	40,200,200	40,16408,16408,1624,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408	0.0,1.371212,12.165499	0.0,0.418633,0.265144,0.000017,0.047994,0.033011,0.263483,0.054517,0.026592,0.051323,0.016086,0.047729,0.045953,0.058662,0.041971,0.021025,0.035052,0.04191,0.020928,0.035035
CrsXlI2oDWEQI70fZa	40	40	0.0	0.0
CVuLr34xMBV2oUdtg1	40	40	0.0	0.0
C76kMa2LfJNONBXnkb	40,344	40,1240	0.0,5.640289	0.0,0.020712
CVz4wD5e0pBCTI8ig	60,527,685,710	60,2940,4020,4020,3415,319,319	0.0,0.241814,2.315295,3.529153	0.0,0.026271,0.000037,0.002901,0.018232,0.043229,0.032892
CNFZrqKQr5J9BSxgk	40,352	40,488	0.0,3.898612	0.0,0.32865
CPVmzK1sO3EHyU2JDc	40,200	40,208,32	0.0,6.014121	0.0,0.01989,0.0
CwAAPC4iDQYlGFNHZ9	40	40	0.0	0.0
CZt58p1gMBtr4sadFc	36,561,560,567	36,1469,4020,116,482,25,2917,4020,116,621,25,1062,22	0.0,0.028069,0.030369,0.061956	0.0,0.031807,0.000619,0.0,0.000016,0.0,0.060011,0.000017,0.0,0.000012,0.0,0.035238,1.415767
CSA3yqcDLHaMh5w7f	40,384	40,1720,3248,48	0.0,0.064918	0.0,0.005871,0.000027,0.0
CifNcg2BSZ5MU3rbHk	40	40	0.0	0.0
CnBcMy4KTRACYJwaRj	40	40	0.0	0.0
CPgLND4HjFAGSpNLu9	36,607	36,339,22	0.0,0.028879	0.0,0.026487,2.049997
CZnzPi4n3PX9WlZ0tj	40,128	40,936	0.0,1.266612	0.0,0.005391
C36Pgz41VA8bNh8eR3	40	40	0.0	0.0
CV6tqJIum6KlYVUp	40	40	0.0	0.0
Cqj9RHPDfkeyEaU6d	40	40	0.0	0.0
Cpwj0p3TfbZxcAzBAf	40	40	0.0	0.0
CFUTKmVwcp9PCSR3e	40	40	0.0	0.0
C5HGFN2eHsSIhQpPCk	40	40	0.0	0.0
C3r9Dp1yijcwgjcK43	36,324,398,398,404,408,399,398,398,398,399,408,396,398,395	36,6382,1432,1432,5790,16404,16404,16404,16404,16404,14285,9677,16404,16404,16404,16404,16404,16404,6930,12027	0.0,1.807485,2.774048,0.422498,0.154975,1.273484,0.341517,1.938594,0.069886,0.573748,1.496579,1.697107,0.143357,0.224005,0.582111	0.0,0.025392,0.021079,0.021235,0.024095,0.038548,0.008049,0.003916,0.003987,0.032267,0.001769,0.022649,0.023218,0.002001,0.001974,0.004005,0.005992,0.001971,0.001985,0.023153
CPCJ5g4Ke7O5yEs9W	40	40	0.0	0.0
CRTDCr31Sfx5cr2OBb	40,384,384	40,1720,3256,48,2952,16408,14432	0.0,0.211904,0.680403	0.0,0.033479,0.000645,0.0,0.031639,0.030025,0.004922
C16fbI2yXIHKNLeSB2	40,384,400	40,1720,3256,48,2952,16408,5824	0.0,0.197243,1.965134	0.0,0.042486,0.000054,0.0,0.041875,0.04028,0.002671
CHZf0k4XRxVhiZ2VSb	40	40	0.0	0.0
