uid,orig_spl,resp_spl,orig_spt,resp_spt,label
CHGa5o4BmlFziwXMJ,"40,1045,1045,1053,1053,1043,1043,1054,1043,1054,1055,1056,1056,1056,1056,1056,1056,1056,1056,1056","40,808,16408,16408,16408,16408,16408,2765,808,16408,16408,16408,16408,808,16408,16408,16408,16408,8757,809","0.0,0.028037,0.506714,9.123352,4.527274,0.642049,3.225747,0.316336,4.649326,1.748335,3.398615,2.584506,0.802701,3.913002,0.455355,0.344617,0.708074,0.339612,0.58018,0.499643","0.0,0.06112,0.036053,0.037456,0.01206,0.021388,0.016537,0.000127,0.044917,0.011169,0.016512,0.005107,0.013808,0.020896,0.012661,0.010458,0.010282,0.015989,0.009253,0.042702",1-win
CuTSHk4PzKymRwbvr3,"40,158,369,33,41,41,26","40,51,37,33,374,41","0.0,0.002121,0.000745,0.044883,0.003572,16.291316,0.007376","0.0,0.0,0.000083,0.027587,0.008154,0.002216",1-win
CN8smU1XkRu6nRVYjd,"40,158,33,41,41,26","40,51,37,33,41","0.0,0.149601,0.005201,62.789279,16.435443,0.022781","0.0,0.0,0.00079,0.01835,0.037257",1-win
CdQY652EIAIqe5Wxee,"40,158,761,33,41,224,41,872,41,41,41,26","40,51,37,33,239,75,41,201,75,41,67,75,41,41","0.0,0.074437,0.000719,0.019064,0.003089,11.592456,0.003451,7.351347,0.022277,62.882008,3.869078,0.021964","0.0,0.0,0.0,0.008098,0.037305,0.0,0.0,0.046323,0.001596,0.0,0.041122,0.0,0.0,0.028124",1-win
Cqby3ysfjWlE3Jmte,"40,158,1247,33,41,657,41,826,41,544,41,545,41,660,701,41,723,41,729,41","40,51,37,33,268,41,68,41,68,41,68,41,68,41,45,41,45,68,41,68","0.0,0.00261,0.001,0.003096,0.010521,3.510427,0.038971,0.855208,0.003861,8.692221,0.007572,11.161522,0.002893,0.041672,0.004574,0.031477,10.992919,0.006884,4.192118,0.025185","0.0,0.0,0.0,0.0,0.017448,0.0,0.062102,0.0,0.046465,0.0,0.084227,0.001679,0.044242,0.00249,0.060662,0.000766,0.001332,0.058014,0.0,0.055851",1-win
Cp1fbu27qdeM0rszT8,"40,158,751,33,41,861,41,593,41,41,26","40,51,37,33,431,507,41,509,786,41,140,75,41","0.0,0.578127,0.000595,0.094685,0.077021,19.529829,0.029847,33.372259,0.019887,27.908995,0.030028","0.0,0.001836,0.002778,0.02959,0.012508,0.00937,0.001036,0.186641,0.0,0.0,6.484625,0.008928,0.00979",1-win
CVlsna5KWiIUOV2D4,"40,158,236,33,41,159,41,41,26","40,51,37,33,304,1425,1425,1425,137,41,134,1425,1425,1425,238,41","0.0,0.36943,0.000966,0.071593,0.052945,61.016271,0.007742,26.804954,0.030581","0.0,0.002136,0.0,0.017319,0.018463,0.000271,0.000039,0.001344,0.00104,0.001582,0.01971,0.006607,0.000006,0.007234,0.0,0.0",1-win
CcP4mRdej7fEqe0zg,"40,158,33,41,41,26","40,51,37,33,41","0.0,0.081589,0.010104,62.369121,27.206692,0.027333","0.0,0.0,0.004046,0.020651,0.021247",1-win
C4f99G4AfCC7rTFGwa,"40,158,784,33,41,517,41,91,41,249,41,343,41,1178,41,41,26","40,51,37,33,618,75,41,198,287,41,73,282,41,475,75,41,593,75,41,104","0.0,0.01972,0.002305,0.012965,0.005001,7.667831,0.006626,5.884696,0.001705,7.466614,0.01312,33.432547,0.034615,9.806099,0.010348,24.681272,0.022892","0.0,0.0,0.0,0.021488,0.067101,0.0,0.0,0.036603,0.0,0.0,0.04959,0.001306,0.000987,0.088735,0.0,0.0,0.125803,0.0,0.0,0.212414",1-win
CSdoX61fKdYcBWEcc6,"40,158,760,33,432,41,714,728,41,41,41,26","40,51,37,33,459,1425,1425,1425,1425,341,41,77,1425,1425,483,52,41,44,41","0.0,0.226178,0.002981,0.003576,0.003247,0.000457,0.727298,0.00743,0.004695,62.55749,27.210251,0.063036","0.0,0.0,0.0,0.014343,0.043929,0.000393,0.003136,0.000057,0.000216,0.000415,0.0,0.0,0.002194,0.01067,0.0,0.045768,0.0,0.034982,0.022404",1-win
CMwH8GDO6XWkCJwi4,"40,158,33,41,41,26","40,51,37,33,41","0.0,0.004312,0.001364,62.611323,29.050592,0.073147","0.0,0.007955,0.0,0.022765,0.203129",1-win
CIwM4K1ikmZINUouDl,"40,158,349,33,41,41,26","40,51,37,33,667,75,41","0.0,0.094337,0.000319,0.033794,0.027366,35.31528,0.074275","0.0,0.002057,0.0,0.040524,0.0,0.0,0.019146",1-win
CWuPCm4IgOAZODvG86,"40,158,33,261,155,154,152,41,154,153,153,154,154,154,153,155,154,154,152,153","40,51,37,33,234,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,95,41,105,1425","0.0,0.318181,0.000683,3.307972,0.018197,0.006804,0.020902,0.079634,0.013761,0.018823,0.0092,0.032397,0.014804,0.053929,0.038689,0.015139,0.02478,0.016336,0.010928,0.039754","0.0,0.0,0.0,0.033925,0.003499,0.001697,0.004692,0.000056,0.001647,0.002118,0.000032,0.000031,0.000793,0.003429,0.000035,0.000029,0.0,0.0,0.00334,0.000101",1-win
CXiuEc4whCjRhcSct8,"40,4321,26","40,151,26","0.0,0.21017,39.708844","0.0,0.373944,0.195563",1-win
CrVH072fhXL0cCVVk7,"40,158,41","40,51","0.0,0.001715,0.000366","0.0,0.000602",1-win
Cp7dfGvrdztAAOih9,"40,158,41","40,51,37","0.0,0.010482,0.000671","0.0,0.0,0.0",1-win
CLUn6L1DOZzE4MARM5,"40,158,760,33,41,26","40,51,37,33,461,1425,1425,968,41","0.0,0.073849,0.000357,0.00065,0.00272,0.001593","0.0,0.0,0.00214,0.025114,0.031661,0.000803,0.000034,0.00284,0.0",1-win
CPPEol2Q3uXZTshHxf,"40,175,26","40,51,37,33","0.0,0.002548,0.035906","0.0,0.000359,0.000944,0.002798",1-win
CwANp44OkjJJmA3Yok,"40,158,784,33,41,26","40,51,37,33,617,75,41","0.0,0.009104,0.000397,0.009625,0.033183,0.009688","0.0,0.001716,0.001672,0.015784,0.059091,0.0,0.0",1-win
CPgLGlvZ7BypYiFh,"40,158,640,33,41,26","40,51,37,33,213,41","0.0,0.718817,0.00042,0.383676,0.001474,0.196949","0.0,0.0006,0.001305,0.038405,0.009161,0.0",1-win
CuaYuZ3mwMoUlabNj7,"40,175,26","40,51,37,33","0.0,0.173294,0.207963","0.0,0.0,0.0,0.020739",1-win
CTEoTG2hSZ7pdjNhof,"40,175,26","40,51,37,33","0.0,0.136945,0.200439","0.0,0.003338,0.0,0.019952",1-win
CDUlfh4xzf2DfMLOMl,"40,175,26","40,51,37,33","0.0,0.258266,0.224411","0.0,0.003282,0.0,0.01677",1-win
CVMdsV1E7FTCdvMCtl,"40,175,26","40,51,37,33","0.0,0.283705,0.233298","0.0,0.0,0.0,0.018371",1-win
CYDBDF4MKGYFwMsob9,"40,175,26","40,51,37,33","0.0,0.344157,0.24171","0.0,0.001239,0.000997,0.020332",1-win
CuYPqQ1Z8eeX7A85D2,"40,175,26","40,51,37,33","0.0,0.377176,0.251904","0.0,0.002668,0.0,0.021009",1-win
CYNkP54atTOvkL7Ktd,"40,26","40,26","0.0,5.170578","0.0,0.200352",1-win
CwV9NT25vr7F8NRlgf,"40,26",40,"0.0,5.785619",0.0,1-win
CGmvRJ3OcxoJ7fnGOl,"40,26",40,"0.0,5.569182",0.0,1-win
CUkUER327AKVahAj5b,"40,175,26","40,51,37,33","0.0,0.04412,0.002605","0.0,0.002248,0.0,0.03035",1-win
CKCXV52LNmTDTzhVW,"40,1236,26","40,815,40,1160,2072,1824","0.0,0.373995,0.036733","0.0,0.126269,0.0,0.005074,0.000938,0.003702",1-win
C9AwHQ2ryU90M4BhA1,"40,175,26","40,51,37,33","0.0,0.027695,0.154349","0.0,0.00156,0.001586,0.03284",1-win
CWAMfUdG5VkDTbaMl,"40,26",40,"0.0,5.387607",0.0,1-win
CwhUh59qU4kWJy2N5,"40,175,26","40,51,37,33","0.0,0.126912,0.49522","0.0,0.0,0.0,0.02274",1-win
Cs3nVE3eyL1cu6g1re,"40,158,41,26","40,51,37,33","0.0,0.132857,0.007063,0.517559","0.0,0.003074,0.0,0.012686",1-win
CrlGQ74hBnViw5kTA1,"40,1622,26","40,808,16408,16408,16408,16408","0.0,0.522026,30.044472","0.0,0.057502,0.017102,0.036066,0.011861,0.042648",1-win
CsZLJF256n50Pu0Lyb,"40,696,730,726,729","40,1278,4257,974,1210,26","0.0,0.190077,0.351295,0.033041,0.287239","0.0,0.201114,0.19643,0.201807,0.199128,60.056662",1-win
CfrYdqmMMH6QsPUic,"40,26",40,"0.0,6.297008",0.0,1-win
CjFDSb3Ju95Pocq50h,"40,26",40,"0.0,6.273764",0.0,1-win
C57t0O3QGOCd0Nqoz8,"40,175,26","40,51,37,33","0.0,0.021616,0.082595","0.0,0.0,0.0,0.037222",1-win
C4F6Gj2AzoRQymmzAi,"40,705,26","40,815,40,1160,2072,1824","0.0,0.120484,0.048106","0.0,0.121141,0.0,0.00248,0.002711,0.048435",1-win
CzFWjD1ZMeXARFBnl,"40,1624,1632,1630,1620,1632,1632,1631,1632,1632,1632,1633,1632,1632,1632,1632,1632,1632,1632,1633","40,809,16408,16408,16408,16408,16408,16408,15177,809,16408,16408,16408,16408,16408,16408,16408,1839,808,16408","0.0,0.436919,2.356477,3.749789,0.15966,0.85771,0.87681,1.729735,1.854829,1.414145,1.845306,0.80152,2.087247,0.630555,0.515916,0.638053,0.326097,0.442251,0.626385,0.259007","0.0,0.022066,0.021325,0.014339,0.030514,0.017128,0.02791,0.018628,0.019669,0.097722,0.014961,0.020332,0.015792,0.026527,0.015311,0.057164,0.001581,0.003408,0.017789,0.016475",1-win
C3wENMUofkDM2v4Ki,"40,175,26","40,51,37,33","0.0,0.008092,0.030339","0.0,0.001575,0.002276,0.03705",1-win
CdtOBJzJpc4wTt6q9,"40,334,26","40,211","0.0,0.006169,30.005205","0.0,0.0104",1-win
CFuj213ugxoe6ZNnY,"40,340,1045,26","40,211,808,16408,16408,16408,16408","0.0,0.016135,0.252852,30.112332","0.0,0.008181,0.055007,0.016532,0.014175,0.013853,0.010819",1-win
CAu9hq4r6qQWlOIWDe,"40,26",40,"0.0,6.045766",0.0,1-win
C63kSd3UoXGPYVrmBj,"40,4328","40,151,26","0.0,0.153347","0.0,0.199183,60.037534",1-win
CfhX4u2tdeRSkJd3Z1,"40,175,26","40,51,37,33","0.0,0.015384,0.044217","0.0,0.0,0.0,0.018516",1-win
CTeVrF3yuyupXH5GE6,"40,175,26","40,51,37,33","0.0,0.018001,0.038227","0.0,0.0,0.0,0.018362",1-win
CCO5AAu78QvdaLtP8,"40,702,26","40,815,40,1160,2072,1824","0.0,0.009249,0.059945","0.0,0.017281,0.0,0.003409,0.000084,0.00131",1-win
CImos01qiF7zzuoQee,"40,175,26","40,51,37,33","0.0,0.008474,0.062815","0.0,0.001997,0.002923,0.012713",1-win
COv34rokMx8quNQOc,"40,1047,1053,1044,1043,1055,1054,1055,1053,1054,1055,1055,1056,1056,1056,1056,1056,1056,1043,1055","40,809,16408,16408,16408,16408,16408,16408,16408,8042,808,16408,16408,16408,16408,807,1548,806,956,809","0.0,0.079672,8.661959,3.473188,1.041464,1.213711,5.222859,7.038558,2.036483,1.206449,0.376512,0.308381,0.269728,0.215549,0.29963,1.34846,0.606352,0.549486,3.723113,0.061175","0.0,0.01902,0.072994,0.008387,0.0657,0.003265,0.008749,0.007859,0.004507,0.002535,0.013609,0.015725,0.010419,0.006497,0.011275,0.031201,0.000075,0.021348,0.001971,0.020277",1-win
CBVyu54pukLOWaQKyj,"40,175,26","40,51,37,33","0.0,0.010991,0.044698","0.0,0.002845,0.001748,0.016035",1-win
CoCJQX3V9KWN3ufES,"40,158,33,41,41,41,41,26","40,51,37,33,41,41,41","0.0,0.524431,0.114115,62.811193,62.873185,62.871133,4.081113,0.07041","0.0,0.002321,0.002484,0.023324,0.01849,0.022862,0.029917",1-win
CpIe97254k0PynnhLk,"40,1232,26","40,815,40,1160,2072,1824","0.0,0.002918,0.12761","0.0,0.135496,0.0,0.002928,0.000424,0.003706",1-win
C0kLsR31bI0EKg5P2e,"40,175,26","40,51,37,33","0.0,0.014454,0.119004","0.0,0.001484,0.0,0.010027",1-win
Cb75XbveXv5GW4PI9,"40,175,26","40,51,37,33","0.0,0.049421,0.154401","0.0,0.0,0.008012,0.033131",1-win
CI0JLu15vHR8nFNFul,"40,340,334,1047,1046,1055,1045,1044,1044,1054,1036,26","40,211,211,809,16408,16408,16408,16408,16408,16408,16408,1503,808,16408,16408,16408,16408,809,16408,16408","0.0,0.001397,2.273117,1.430882,0.690118,9.177487,5.538932,1.19786,1.295579,0.795008,1.294187,30.046438","0.0,0.008595,0.010083,0.090678,0.034424,0.033061,0.011549,0.018089,0.024789,0.01721,0.004949,0.000028,0.016722,0.01061,0.011091,0.007127,0.018974,0.032596,0.017805,0.008023",1-win
C2Z9pd1EvmnE1u2z6g,"40,26",40,"0.0,5.448903",0.0,1-win
C388u8vM3ac20M5fi,"40,158,725,33,41,41,41,41,41,26","40,51,37,33,128,41,41,41,41","0.0,0.039452,0.000338,0.02492,0.003824,62.938951,62.480093,62.987342,4.404976,0.071446","0.0,0.003195,0.0,0.002374,0.02477,0.0,0.020335,0.049599,0.023032",1-win
CpzROE4u34HQddKCF1,"40,175,26","40,51,37,33","0.0,0.010829,0.109037","0.0,0.0,0.001072,0.021889",1-win
CAu8kn3x78Xtw3qPWh,"40,158,41,26","40,51,37,33","0.0,0.342726,0.001121,0.300811","0.0,0.0,0.0,0.022096",1-win
CM8bKq2vEj9bPWk4M6,"40,158,298,33,41,26","40,51,37,33,299,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425","0.0,0.023626,0.000383,0.400304,0.012004,0.071005","0.0,0.00232,0.0,0.037744,0.0,0.010185,0.00003,0.000034,0.002166,0.000051,0.000035,0.000028,0.002696,0.000033,0.000027,0.00003,0.025171,0.002538,0.003163,0.00165",1-win
CNTOZX2nAaQEFcgC72,"40,175,26","40,51,37,33","0.0,0.019974,0.125987","0.0,0.002066,0.0,0.047547",1-win
CHSXXH1ErxFEeBd8P8,"40,26",40,"0.0,5.893907",0.0,1-win
Cp92nwE8rEfq0XnHf,"40,26",40,"0.0,5.950051",0.0,1-win
C8Fjug4P3AXAgozaef,"40,26",40,"0.0,5.965719",0.0,1-win
CxbY8e4rIXZ0TjBSaj,"40,26",40,"0.0,5.971312",0.0,1-win
CPRy7q1E3Z7iYdyKvg,"40,26",40,"0.0,5.994136",0.0,1-win
COpH5M2fORdYAIHOa2,"40,26",40,"0.0,6.018355",0.0,1-win
C258Rt15snMNPvvCjj,"40,1624,1622,1632,1630,26","40,809,16408,16408,16408,16408,16408,16408,15177,808,16408,16408,16408,16408,809,16408,16408,16408,16408,16408","0.0,0.007545,0.801429,1.746427,5.028513,30.192042","0.0,0.015508,0.013457,0.014097,0.013624,0.009462,0.014385,0.008117,0.000406,0.029363,0.012016,0.01176,0.009573,0.006753,0.025933,0.012566,0.009815,0.005708,0.01204,0.011197",1-win
CW3O0F20FdVMpZReW6,"40,158,349,33,41,41,41,41,41,26","40,51,37,33,668,75,41,41,41,41","0.0,0.119214,0.001611,0.067741,0.00398,62.838811,62.882212,61.144214,4.753574,0.059942","0.0,0.0,0.00237,0.056555,0.032498,0.00264,0.000782,0.018929,0.018343,0.029918",1-win
C2TVvC1TrsAW6SNNTd,"40,175,26","40,51,37,33","0.0,0.010483,0.093731","0.0,0.001033,0.000103,0.02967",1-win
CB3Bb42MG5pzgHDnjf,"40,158,369,33,41,41,41,175,1421,41,41,41,41,41,26","40,51,37,33,374,41,41,41,420,320,41,41,41,41","0.0,0.145015,0.084582,0.165878,0.207261,62.364219,62.388022,7.772205,0.002348,0.05885,61.601692,64.048344,61.524632,5.480531,0.057357","0.0,0.0,0.001119,0.023684,0.027256,0.001285,0.031505,0.026711,0.048205,0.0,0.0,0.039978,0.0527,0.057952",1-win
Cp6hyC2r35om6n2gai,"40,158,33,719,41,757,686,41,41,41,472,41,431,41,727,41,686,41,41,41","40,51,37,33,460,1425,1425,1425,1425,960,41,52,41,44,41,41,96,1425,1425,661","0.0,0.066908,0.000512,0.282531,0.011676,0.307114,0.006564,0.000672,62.629909,62.835897,45.620766,0.00347,0.144874,0.079343,1.562493,0.047762,0.094492,0.041994,61.370241,65.24587","0.0,0.0,0.0,0.020284,0.067781,0.000933,0.000021,0.000024,0.004226,0.000709,0.0,0.041608,0.012768,0.039142,0.028345,0.021057,0.073439,0.003366,0.000036,0.002198",1-win
C2kVxv1UZH7B0gOMNf,"40,158,237,33,41,41,251,41,217,41,142,142,41,126,126,41,125,127,41,126","40,51,37,33,294,1425,1425,389,41,41,126,1425,1425,1425,1425,1425,1220,1425,1425,1425","0.0,0.404279,0.002308,0.013694,0.007811,62.73855,7.744878,0.014042,0.577107,0.06318,0.374244,0.041275,0.059525,52.639634,0.028943,0.032504,0.046509,0.038181,0.036196,0.170666","0.0,0.0,0.0,0.020344,0.015561,0.000083,0.000856,0.0,0.0,0.035646,0.042983,0.001309,0.000037,0.000031,0.000027,0.000026,0.0,0.000029,0.005595,0.00004",1-win
C0II8y2OKeIAlLKUEc,"40,158,33,721,41,91,41,249,41,344,41,41,580,41,493,41,249,37,41,41","40,51,37,33,524,419,41,73,314,41,504,75,41,594,75,41,41,261,75,41","0.0,0.006103,0.00376,8.790359,0.042865,2.224829,0.00186,10.356466,0.171161,43.274379,0.051303,62.253558,45.388614,0.001718,10.346226,0.034345,10.800431,0.047284,0.100117,61.275756","0.0,0.00181,0.003567,0.025315,0.057667,0.0,0.00401,0.031463,0.0,0.002786,0.082649,0.0,0.003349,0.110708,0.0,0.0,0.017802,0.0719,0.003338,0.0",1-win
CTmV1Z3ebIbmJVaAVf,"40,158,1246,33,41,824,41,753,41,544,41,825,41,548,41,549,41,542,657,699","40,51,37,33,268,41,68,41,68,41,68,41,68,41,68,41,68,41,68,41","0.0,0.005009,0.001091,0.001793,0.003682,3.713159,0.109886,3.233207,0.009309,3.020948,0.092634,7.721587,0.014905,2.512147,0.009444,5.892927,0.005492,11.232354,0.005305,0.001363","0.0,0.002979,0.0,0.000893,0.010172,0.0,0.072249,0.0,0.041996,0.002343,0.04191,0.001685,0.045567,0.0,0.059751,0.0,0.053834,0.001879,0.038991,0.000692",1-win
CkzHDt13jOVVIUQFBl,"40,158,301,33,41,41,41,41,41,26","40,51,37,33,299,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425","0.0,0.074168,0.000572,0.104881,0.141806,61.894656,64.188311,60.830382,4.849644,0.125341","0.0,0.000875,0.002849,0.021889,0.001231,0.010489,0.000031,0.000026,0.000029,0.000027,0.000027,0.00171,0.000045,0.003355,0.000031,0.001513,0.030245,0.001966,0.000049,0.002872",1-win
CelL4r1EEoQfCmd57,"40,158,282,33,41,41,41,41,41,26","40,51,37,33,517,186,41,41,41,41","0.0,0.635107,0.002773,0.096148,0.020588,62.582026,62.975826,60.803054,4.825837,0.199682","0.0,0.001382,0.003012,0.028028,0.006195,0.002649,0.0,0.047568,0.025612,0.027488",1-win
Ca78Ge1MPvLQAHb2X4,"40,175,26","40,51,37,33","0.0,0.053055,0.221212","0.0,0.0,0.000781,0.016584",1-win
CSwEqq4qpxCTbBwQm6,"40,175,26","40,51,37,33","0.0,0.111234,0.226049","0.0,0.004774,0.008443,0.019468",1-win
C2inBC33FOip2s6aDa,"40,175,26","40,51,37,33","0.0,0.195078,0.276634","0.0,0.0,0.001079,0.018262",1-win
CtDS3F3Pe1nHbwcsDj,"40,175,26","40,51,37,33","0.0,0.129112,0.260555","0.0,0.0,0.0,0.025551",1-win
C2JkNJ1mrU3eIaGZO7,"40,175,26","40,51,37,33","0.0,0.237248,0.215005","0.0,0.000145,0.0,0.022492",1-win
CQLmfr1OPP8R7v750k,"40,175,26","40,51,37,33","0.0,0.257636,0.226816","0.0,0.0,0.000086,0.020761",1-win
C9zHyX3eLtB31JW2D5,"40,175,26","40,51,37,33","0.0,0.007623,0.046368","0.0,0.00155,0.000441,0.046804",1-win
CJgHXb2rnyyJxCdldk,"40,175,26","40,51,37,33","0.0,0.042998,0.100574","0.0,0.003173,0.0,0.019415",1-win
C6IiwO15ZU036J8cc,"40,175,26","40,51,37,33","0.0,0.112873,0.071825","0.0,0.0,0.0,0.024172",1-win
CIf2ki1MGZLLplNLDb,"40,158,41,26","40,51,37,33","0.0,0.000042,0.001136,0.807618","0.0,0.002188,0.0,0.133166",1-win
Cqmyxe1tRjVafkxdy6,"40,158,457,33,41,26","40,51,37,33,384,252,41","0.0,0.191476,0.00413,1.091911,0.005217,0.190392","0.0,0.000875,0.001187,0.137706,0.103573,0.0012,0.0",1-win
Cf3cWD3VuOwXCyxtl,"40,158,41,26","40,51,37,33","0.0,1.199574,0.000405,0.442728","0.0,0.00136,0.000028,0.100676",1-win
Cgtori45VUdNa1KzBf,"40,158,457,33,41,26","40,51,37,33,384,380,41","0.0,0.005381,0.000333,1.104722,0.002533,0.543572","0.0,0.0,0.0,0.128591,0.106296,0.0,0.0",1-win
CwyHbm2XA5pwanBXnf,"40,158,41,26","40,51,37,33","0.0,1.213644,0.00092,0.782459","0.0,0.002463,0.0,0.0861",1-win
C0Rk4q36J6xRoK2Smj,"40,175,26","40,51,37,33","0.0,0.861025,1.45906","0.0,0.0,0.0,0.016659",1-win
CoGvcoaMEEXAJhRId,"40,175,26","40,51,37,33","0.0,0.837827,1.436474","0.0,0.001282,0.00131,0.021102",1-win
CoPIHB3se0t1XiiwE8,"40,175,26","40,51,37,33","0.0,0.936341,1.48783","0.0,0.002493,0.0,0.02058",1-win
CJaagA2kYrawcTX1S8,"40,175,26","40,51,37,33","0.0,0.946175,1.530126","0.0,0.0,0.0,0.022307",1-win
CSxD2E42WUtCEkVve7,"40,175,26","40,51,37,33","0.0,0.942304,1.564786","0.0,0.001542,0.001031,0.026291",1-win
CM8Lpo170x1VxSKBRa,"40,175,26","40,51,37,33","0.0,0.962762,1.589662","0.0,0.001458,0.0,0.024943",1-win
CM0sTT1iQdZtc2vkkb,"40,175,26","40,51,37,33","0.0,0.003767,0.395137","0.0,0.0013,0.001287,0.04211",1-win
CHyxPO2ADs0Vpq4a18,"40,175,26","40,51,37,33","0.0,0.059459,0.39803","0.0,0.004489,0.0,0.051039",1-win
CovpmC1xJJrWAgKKu6,"40,158,652,33,41,26","40,51,37,33,536,1425,1425,1425,1425,876,41","0.0,0.324214,0.000984,0.641531,0.004239,0.289182","0.0,0.0,0.001292,0.015448,0.043035,0.000324,0.000033,0.001222,0.002178,0.0,0.0",1-win
CQoJR94NXV8063Zgmg,"40,158,41,26","40,51,37,33","0.0,0.282534,0.000373,0.097408","0.0,0.001905,0.001755,0.043415",1-win
CVhsTi2wol5RO4iDPi,"40,158,760,33,41,224,41,872,41,41,41,670,41,297,41,242,122,41,110,41","40,51,37,33,239,75,41,201,75,41,67,75,41,41,41,67,75,41,383,1425","0.0,0.372955,0.000878,0.031508,0.00343,11.06076,0.001903,8.753051,0.100333,62.77463,63.475883,24.347481,0.013819,54.945356,0.094903,0.199413,0.004371,0.059061,0.260788,0.0593","0.0,0.0,0.000974,0.000756,0.036275,0.002985,0.0,0.055622,0.0,0.002842,0.046005,0.00292,0.0,0.047265,0.039203,0.060103,0.00255,0.0,0.150642,0.000078",1-win
C1VPk9c9fS5DWYwfg,"40,175,26","40,51,37,33","0.0,0.002054,0.084481","0.0,0.000087,0.0,0.02867",1-win
C7zn1m1293CAgRwcp1,"40,175,26","40,51,37,33","0.0,0.009586,0.072926","0.0,0.002224,0.0,0.017227",1-win
C1KxmB4roT183MFbc1,"40,158,558,33,41,608,41,41,148,41,41,41,41,41,26","40,51,37,33,195,344,41,181,307,41,41,229,1425,1425,1425,1425,1425,1425,1425,1425","0.0,0.015525,0.005137,0.036616,0.002756,0.674336,0.01458,62.673383,28.367145,0.082033,60.393107,61.228347,63.84788,5.211767,0.208334","0.0,0.001721,0.0,0.029103,0.031638,0.0,0.001003,0.048285,0.005569,0.002013,0.392408,0.021482,0.003428,0.002078,0.000486,0.002752,0.000033,0.000028,0.000052,0.000029",1-win
CLqJRW2uRaaH4Pyt81,"40,158,504,33,41,138,41,88,41,328,41,41,294,41,41,41,41,41,26","40,51,37,33,580,142,659,1425,790,1425,1425,1425,120,1425,1425,1425,1425,1425,1332,1425","0.0,0.324742,0.000411,0.001883,0.03979,3.779254,0.056029,0.035363,0.109602,16.619693,0.050259,63.135565,30.862619,0.047889,60.466352,61.220933,62.80138,5.21337,0.204347","0.0,0.0,0.0,0.017108,0.063728,0.0,0.001451,0.002193,0.0,0.000034,0.000028,0.000029,0.001651,0.003408,0.000031,0.000033,0.000027,0.000029,0.020292,0.003505",1-win
CW3PVR1C5l6xNmgJba,"40,158,202,33,41,26","40,64,33,4936","0.0,1.934963,0.002888,0.304354,0.005086,0.016221","0.0,0.0,0.02538,0.039872",1-win
CRDcHc3zpmjTOMFdSa,"40,158,41,26","40,64,33","0.0,2.356223,0.000408,0.118067","0.0,0.00234,0.017997",1-win
C1Bcm52raF4R4g1oB8,"40,175,26","40,64,33","0.0,0.060629,1.467964","0.0,0.005132,0.02361",1-win
CYOfzC4DlgHA4Vtxul,"40,175,26","40,64,33","0.0,0.051557,1.488499","0.0,0.017724,0.027687",1-win
CCUlng17WyGHNC0t65,"40,175,26","40,64,33","0.0,0.12002,1.512871","0.0,0.002227,0.029844",1-win
CB0phz3c1NqOOrWlH5,"40,175,26","40,64,33","0.0,0.060675,1.473328","0.0,0.0,0.028932",1-win
C2maHS1d7OJLQemXs3,"40,175,26","40,64,33","0.0,0.147544,1.532942","0.0,0.002169,0.033735",1-win
Cohf9gjhqZiO0ygl7,"40,175,26","40,64,33","0.0,0.133794,1.531158","0.0,0.001793,0.026364",1-win
CfHlzd4dSNEdglVp29,"40,340","40,8048,26","0.0,2.333956","0.0,0.026093,4.983815",1-win
CEwkJc1Uu7yy2kKFPh,"40,26","40,64","0.0,7.191695","0.0,0.000824",1-win
CkyrMu2r9R7vGUHdu1,"40,175,26","40,64,33","0.0,0.927348,0.53102","0.0,0.005025,0.021502",1-win
CXKfaM18Tq5V5bYlx9,"40,175,26","40,64,33","0.0,0.934753,0.541471","0.0,0.0014,0.023394",1-win
CMMiHqbouXshIycP8,"40,175,26","40,64,33","0.0,0.94703,0.573002","0.0,0.0,0.009304",1-win
C5jmXR2uOVJSSeOxhc,"40,158,41,26","40,64,33","0.0,2.487781,0.000712,0.538938","0.0,0.0,0.023732",1-win
CHD92GbcqMh2Q09Dc,"40,369,380,353","40,2571,16408,4871,14708,26","0.0,0.013946,0.352974,4.017036","0.0,0.019575,0.040432,0.00106,0.127084,4.887712",1-win
CxULYxF0rXg9Nis6g,"40,351","40,16408,3130,26","0.0,3.454012","0.0,0.117259,0.000098,4.9003",1-win
CxH68l2O2JUf7np4j8,"40,362,352","40,16408,16408,16408,16408,16408,16408,5940,16408,16408,12035,26","0.0,0.087899,3.657976","0.0,0.06047,0.016867,0.038283,0.024593,0.217788,0.000311,0.000135,0.110084,0.005005,0.015196,4.883055",1-win
C4jMfC1IXwpiVPzSAb,"40,346","40,16408,2957,26","0.0,3.336998","0.0,0.119157,0.002725,4.895932",1-win
CiWTBhxx0ngeNG17h,"40,381,365,360,339,368,351","40,16408,16408,3811,16408,16408,4663,4142,2098,8081,16408,3517,26","0.0,0.603678,0.612224,0.10958,0.008584,0.328901,4.028127","0.0,0.156215,0.005607,0.000082,0.041929,0.006796,0.000962,0.021102,0.018791,0.044725,0.107958,0.000057,4.90291",1-win
